IntCode,latitude,longitude,AccOverTime
2723,40.45458230783144,-80.05014783046691,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2724,40.45332003957748,-80.04896619689652,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2725,40.45535369120178,-80.05088319338523,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2726,40.39029586043046,-80.01926726858453,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2727,40.390597554175976,-80.01890122959094,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2728,40.389697604213204,-80.02005247855806,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2729,40.389394852190605,-80.02040231233755,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2730,40.44134726261069,-79.89874671829456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2731,40.44173038890937,-79.89863134153694,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2732,40.439556996614726,-79.89948480177291,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2733,40.41796634928163,-80.00813447552467,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2734,40.457717851089,-79.87482731466879,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2735,40.45862944979976,-79.87389355562891,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2736,40.45994755618667,-79.8724288610371,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2737,40.45468082723143,-79.87923912139384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2738,40.45414424936405,-79.88000936856643,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2739,40.457111792596905,-79.87586863173057,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2740,40.41474171525917,-79.99006057906321,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2741,40.46257650711029,-79.99567681698504,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2742,40.46207858247367,-79.99547689023291,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2743,40.45335955188044,-80.0523266899589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2744,40.45361503916993,-80.05304444751229,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2745,40.38698955170089,-80.00083028473036,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2746,40.38518367358735,-79.9972581717959,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2747,40.38486348093375,-79.99670888069485,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2748,40.4577603577683,-80.0171219740226,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2749,40.45704141309053,-80.0168875135242,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
2750,40.460193595702755,-80.01797757949954,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
2751,40.45951224515041,-80.01771650449577,"[1, 3, 1, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 0]"
2752,40.456595994819466,-80.01674223348458,"[0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0]"
2753,40.45588315326764,-80.01651157987341,"[0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
2754,40.482406693395134,-80.03515459829346,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]"
2755,40.48305289143821,-80.03542104144657,"[0, 3, 1, 2, 3, 2, 0, 1, 2, 0, 1, 2, 1, 1]"
2756,40.48170672843876,-80.03396124561499,"[0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0]"
2757,40.48208993851737,-80.03461343562601,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2758,40.486403065431865,-80.036731299497,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2759,40.48685642513654,-80.03695976258172,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2760,40.47827148958121,-80.03120179137905,"[1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
2761,40.47648918213871,-80.03171871060955,"[2, 0, 1, 4, 3, 2, 1, 0, 1, 1, 0, 1, 1, 1]"
2762,40.47156967464989,-80.02657690915704,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
2763,40.47071059003459,-80.02586026642916,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2764,40.483672400399655,-80.0356137605268,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
2765,40.481347748750686,-80.03333325804722,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
2766,40.48841694649421,-80.04187510283205,"[0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2767,40.48730857938548,-80.03915721093108,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2768,40.4683403661678,-80.02522388720847,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
2769,40.46994316975547,-80.02561324491722,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
2770,40.462972423552166,-80.02056601396117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2771,40.46378294599387,-80.02270723197948,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
2772,40.47176377054057,-80.0270041417192,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
2773,40.45539974245305,-80.01508263210876,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2774,40.45679668752088,-80.01557439813114,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0]"
2775,40.481083849831684,-80.0328613295887,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1]"
2776,40.45842001748292,-80.01610883878388,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
2777,40.4760906638413,-80.03156319088987,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]"
2778,40.46780436285388,-80.02514737746321,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2779,40.46126764379108,-80.01879650639428,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2780,40.45965536160862,-80.01706974291156,"[0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 1]"
2781,40.45923968411489,-80.01638802272153,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2782,40.45151818313215,-80.0137283681979,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2783,40.450595517452,-80.01341524034774,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
2784,40.45240491106425,-80.01401872974618,"[3, 4, 0, 0, 2, 1, 3, 3, 5, 1, 4, 1, 2, 3]"
2785,40.461512230174435,-80.01896111688997,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
2786,40.4546041251102,-80.01477667827756,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2787,40.45397847135753,-80.0145702424103,"[0, 2, 6, 3, 4, 3, 1, 2, 3, 3, 2, 3, 1, 1]"
2788,40.48719610670681,-80.03025691952952,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2789,40.487208043124646,-80.03285293758063,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2790,40.48639044126767,-80.02770137731649,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2791,40.46205428506301,-80.01827473057494,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
2792,40.4645829890052,-80.01387573103337,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2793,40.46265595333867,-80.01745372459753,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2794,40.47563620616586,-79.94004774516293,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2795,40.4778864688971,-79.93881197266998,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2796,40.479235491739246,-79.93572018397451,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2797,40.39270888383165,-79.97826830007196,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2798,40.3941321963758,-79.97797050948735,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2799,40.450204470754535,-80.06332848160156,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2800,40.420463110601524,-79.94545246164351,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2801,40.423010843800434,-79.94666620917369,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2802,40.423351835589365,-79.94682012679972,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
2803,40.419819346134574,-79.94508392335898,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2804,40.41916412275037,-79.94470424278731,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2805,40.46512733881436,-79.93187453090086,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
2806,40.464507344694326,-79.9300774988478,"[3, 3, 0, 3, 2, 2, 4, 0, 1, 1, 1, 2, 0, 2]"
2807,40.46080583238989,-79.91580264674772,"[1, 1, 3, 1, 2, 3, 2, 3, 6, 5, 1, 0, 2, 3]"
2808,40.46067957925421,-79.9166673088986,"[0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
2809,40.466228292284896,-79.94080996932135,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2810,40.46646489665596,-79.94252356787885,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2811,40.46273179990921,-79.92512567033003,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2812,40.466963719526994,-79.94611611799566,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]"
2813,40.46679471139395,-79.94489453813644,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2814,40.46543373479244,-79.9346607716171,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
2815,40.466075918544,-79.9397219786844,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2816,40.46383867188711,-79.92820815295428,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2817,40.46166334120406,-79.92207688307715,"[1, 2, 1, 1, 0, 2, 1, 0, 0, 1, 1, 1, 1, 3]"
2818,40.46203238418103,-79.9230773719661,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2819,40.463494465432866,-79.92723986432148,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2820,40.46121375810859,-79.92083205654488,"[0, 0, 1, 3, 1, 0, 1, 0, 1, 2, 1, 0, 2, 2]"
2821,40.46052545123866,-79.91869422687233,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2822,40.46249043908605,-79.92434497251014,"[3, 1, 2, 2, 3, 0, 1, 1, 4, 2, 1, 2, 1, 2]"
2823,40.470796932118674,-79.8894051275092,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2824,40.4688000819503,-79.89196181285921,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2825,40.46761356608658,-79.8936093699363,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2826,40.4468605444634,-80.08419175731895,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2827,40.448277609810795,-80.0824840546199,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
2828,40.45345513442759,-80.0776809541988,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 1]"
2829,40.448782885923926,-80.0818707134771,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2830,40.44982010985144,-80.08061437153563,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2831,40.44853801172253,-80.08216686974701,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2832,40.45085730225571,-80.0793588907952,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2833,40.40506787205713,-80.02998673203375,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2834,40.408657563363754,-80.02479515349256,"[1, 2, 0, 2, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
2835,40.40649623739899,-80.02822278190669,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
2836,40.4026262135592,-80.03095218378272,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]"
2837,40.40104505515095,-80.03195984462673,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 3, 0, 2, 0]"
2838,40.40234383188004,-80.0309641921763,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2839,40.41116304462082,-80.02375790271188,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2840,40.39654125214168,-79.91585671785316,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2841,40.4549498623722,-80.05161621006026,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2842,40.456490994828044,-80.0530644698662,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2843,40.45388432568776,-80.05058773288667,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2844,40.39622009610903,-80.02722320875037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2845,40.39675727945738,-80.02703122366285,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
2846,40.395806793399686,-80.027051240245,"[0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
2847,40.39565863432704,-80.02652278219375,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2848,40.396229863515686,-80.02366164475914,"[2, 5, 4, 7, 6, 4, 1, 6, 5, 4, 1, 3, 2, 3]"
2849,40.39548094089173,-80.02243955865576,"[0, 0, 3, 0, 1, 1, 0, 0, 1, 0, 0, 0, 4, 0]"
2850,40.391899068956775,-80.01526749715516,"[0, 0, 0, 1, 1, 0, 3, 0, 2, 0, 2, 1, 3, 1]"
2851,40.392116255757905,-80.01773751511755,"[1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 4]"
2852,40.39180897952164,-80.016709963178,"[1, 1, 0, 5, 5, 1, 1, 5, 0, 1, 0, 2, 4, 1]"
2853,40.3910175872661,-79.99939701449487,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
2854,40.39484910003599,-80.02154646472033,"[2, 0, 0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]"
2855,40.39371585712613,-80.01996852635237,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 2]"
2856,40.39307449840426,-80.01906977294855,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2857,40.39240989194026,-80.0059005579415,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2858,40.39178957765248,-80.01584471185457,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2859,40.39127864196594,-80.00361194714198,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2860,40.39199565259546,-80.00493143553459,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2861,40.39833545122835,-80.02616320565444,"[10, 10, 4, 8, 6, 9, 2, 3, 1, 3, 6, 1, 5, 8]"
2862,40.39234970891134,-80.00532663303376,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2863,40.391560628335,-80.01705177298588,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2864,40.41043009077385,-80.01553743785169,"[3, 6, 0, 3, 3, 1, 2, 1, 5, 2, 4, 4, 2, 3]"
2865,40.4125345329755,-80.01744199388627,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2866,40.41319756833275,-80.01800672609441,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
2867,40.421788803477675,-79.99191309491724,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2868,40.42212973275759,-79.99097051643906,"[0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
2869,40.42399448433424,-79.98642087889063,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
2870,40.423733060738726,-79.986662822253,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]"
2871,40.42282459402001,-79.9888737809135,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2872,40.42472136236438,-79.98529071963502,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
2873,40.425268085475714,-79.98534655788829,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2874,40.45593930690868,-79.94672409812752,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2875,40.45447650222504,-79.93524223109367,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2876,40.46808470716083,-79.9457184982329,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2877,40.46791860811798,-79.94463271492336,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2878,40.46758746705103,-79.94225896694323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2879,40.46668118156451,-79.93574199073991,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2880,40.46733912898349,-79.9405485545432,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2881,40.467192104338714,-79.93946791048579,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2882,40.41202594825964,-79.92027010245431,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1]"
2883,40.41377195119375,-79.92275210934443,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 6]"
2884,40.415448579649656,-79.92490844172995,"[6, 2, 1, 2, 8, 6, 5, 4, 5, 3, 4, 4, 1, 2]"
2885,40.408744908426115,-79.99111071620929,"[1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 3, 0, 1, 3]"
2886,40.41324781635801,-79.98882819807704,"[1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1]"
2887,40.4056926609438,-79.99126170585197,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
2888,40.40672945390686,-79.99224084315917,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0]"
2889,40.39811572983725,-79.98848165537912,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
2890,40.397310745140686,-79.98804372930412,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0]"
2891,40.40303315221128,-79.9897456371017,"[2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
2892,40.396224506819024,-79.98738279822753,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 3, 0]"
2893,40.39982310299385,-79.9890779251867,"[1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1]"
2894,40.40015314477426,-79.9891211985599,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2895,40.40797331968921,-79.99146406233582,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
2896,40.39917754752362,-79.98898557713468,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2897,40.40529644850459,-79.99087857706894,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
2898,40.398507458782355,-79.98867153245018,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2899,40.412054014387394,-79.98960854396313,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2900,40.41140509478136,-79.98990223449142,"[0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 0]"
2901,40.404611936429156,-79.9904589421974,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
2902,40.40110493874835,-79.98924525854456,"[0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2903,40.39077338664208,-79.98631062748615,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2]"
2904,40.391331251485774,-79.98660652838358,"[1, 0, 0, 0, 0, 3, 3, 1, 4, 2, 1, 1, 0, 0]"
2905,40.39321826448964,-79.98650564250394,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
2906,40.386874849045384,-79.98191360951373,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2907,40.386896433663956,-79.98271822640757,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2908,40.394621769778695,-79.98648749602451,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2909,40.394254560056616,-79.98637836306607,"[0, 0, 1, 2, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1]"
2910,40.396689945089115,-79.98766579284897,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
2911,40.387054613022755,-79.98330298235737,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
2912,40.384471852688115,-79.9778788516778,"[0, 0, 0, 0, 1, 0, 0, 1, 7, 1, 1, 1, 0, 3]"
2913,40.383895270833015,-79.97748458500912,"[1, 0, 1, 0, 0, 2, 2, 0, 2, 0, 0, 1, 1, 0]"
2914,40.3836110052459,-79.97731003021917,"[0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1]"
2915,40.382845371833426,-79.97684542943563,"[0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 0, 0]"
2916,40.3813015751853,-79.97614228118537,"[2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 2]"
2917,40.38685524578045,-79.98125850552584,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
2918,40.389269845250475,-79.98539715962548,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0]"
2919,40.470966414720735,-80.00602266712646,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2920,40.469240403987214,-80.00493395093278,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2921,40.40566544440289,-79.98075334891935,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2922,40.459049191897,-80.05052935496596,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2923,40.45971907581953,-80.05153541895346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2924,40.45831332228003,-80.04973405464692,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2925,40.45792110513652,-80.04929738936127,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2926,40.45878627523149,-80.0502876170436,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2927,40.4603371788644,-80.05245255945623,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2928,40.46053257503353,-79.88850973763128,"[2, 1, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 1]"
2929,40.45870687702568,-79.88860731844551,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]"
2930,40.45790941368759,-79.88837443943159,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
2931,40.45707054717035,-79.88796771094412,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2932,40.45272535628582,-79.88919045627961,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 3, 0, 0]"
2933,40.453663014400135,-79.88882121227392,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
2934,40.45602293295809,-79.8878985563328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2935,40.4583386698473,-79.88858485871583,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2936,40.451253660271036,-79.89004056218002,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0]"
2937,40.450876119125006,-79.89033679513737,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
