,description,latitude,longitude,turnsign,vissign,yieldsign,stopsign,parksign,light
2199,Stop,40.43234833,-80.05559115,0,0,0,1,0,0
2200,Stop,40.46707955,-80.01464432,0,0,0,1,0,0
2201,Movement Prohibition - No Left Turn,40.42523894,-79.9468824,1,0,0,0,0,0
2202,Stop,40.46736523,-80.01338904,0,0,0,1,0,0
2203,Stop,40.40771934,-79.99947314,0,0,0,1,0,0
2204,Stop,40.46729993,-80.01359826,0,0,0,1,0,0
2205,Movement Prohibition - No Left Turn,40.41456465,-79.94588473,1,0,0,0,0,0
2206,Movement Prohibition - No Left Turn,40.41461953,-79.94608858,1,0,0,0,0,0
2207,Stop,40.40780637,-79.99932665,0,0,0,1,0,0
2208,Stop,40.45711418,-80.06297833,0,0,0,1,0,0
2209,Stop,40.43940973,-79.96189673,0,0,0,1,0,0
2210,Stop,40.45576338,-79.99486829,0,0,0,1,0,0
2211,Stop,40.45628993,-79.99489779,0,0,0,1,0,0
2212,Stop,40.47855079,-80.00070828,0,0,0,1,0,0
2213,Movement Prohibition - No U-Turns,40.4253833,-79.95201656,1,0,0,0,0,0
2214,Stop,40.478714,-80.00102216,0,0,0,1,0,0
2215,Movement Prohibition - No U-Turns,40.4253202,-79.95190138,1,0,0,0,0,0
2216,Stop,40.4785239,-80.00093827,0,0,0,1,0,0
2217,Stop,40.478732,-80.00075588,0,0,0,1,0,0
2218,Stop,40.4774834,-80.03845434,0,0,0,1,0,0
2219,Stop,40.40782963,-80.00054602,0,0,0,1,0,0
2220,Stop,40.44539122,-79.94645143,0,0,0,1,0,0
2221,Stop,40.44552977,-79.94666169,0,0,0,1,0,0
2222,Stop,40.47724673,-80.03937702,0,0,0,1,0,0
2223,Stop,40.45707948,-80.06279326,0,0,0,1,0,0
2224,Stop,40.47738955,-80.03953258,0,0,0,1,0,0
2225,Movement Prohibition - No Left Turn,40.42946368,-79.98627109,1,0,0,0,0,0
2226,Stop,40.46238088,-80.00830318,0,0,0,1,0,0
2227,Stop,40.46248519,-80.00832425,0,0,0,1,0,0
2228,Stop,40.46247451,-80.00817397,0,0,0,1,0,0
2229,Stop,40.40771117,-80.00059698,0,0,0,1,0,0
2230,Stop,40.45161335,-79.88463626,0,0,0,1,0,0
2231,Stop,40.43028676,-79.95297581,0,0,0,1,0,0
2232,Stop,40.45742714,-80.00679352,0,0,0,1,0,0
2233,Stop,40.4078092,-80.00036899,0,0,0,1,0,0
2234,Stop,40.43158526,-79.95222479,0,0,0,1,0,0
2235,Stop,40.48594453,-79.92505539,0,0,0,1,0,0
2236,Stop,40.48673808,-79.92406834,0,0,0,1,0,0
2237,Stop,40.48551247,-79.92579675,0,0,0,1,0,0
2238,Stop,40.48531255,-79.92584235,0,0,0,1,0,0
2239,Stop,40.48539007,-79.9257136,0,0,0,1,0,0
2240,Stop,40.45715908,-80.06285227,0,0,0,1,0,0
2241,Stop,40.48543087,-79.92594964,0,0,0,1,0,0
2242,Stop,40.48706897,-79.92355174,0,0,0,1,0,0
2243,Stop,40.48695066,-79.92362684,0,0,0,1,0,0
2244,Stop,40.48703022,-79.92392188,0,0,0,1,0,0
2245,Stop,40.48435373,-79.92722637,0,0,0,1,0,0
2246,Stop,40.48443329,-79.92712176,0,0,0,1,0,0
2247,Stop,40.48427417,-79.92707884,0,0,0,1,0,0
2248,Stop,40.4850657,-79.92611861,0,0,0,1,0,0
2249,Stop,40.48638354,-79.92452002,0,0,0,1,0,0
2250,Stop,40.48655694,-79.92450661,0,0,0,1,0,0
2251,Stop,40.4420903,-79.89567795,0,0,0,1,0,0
2252,Stop,40.45702438,-80.06291396,0,0,0,1,0,0
2253,Stop,40.48648554,-79.92439127,0,0,0,1,0,0
2254,Stop,40.48085701,-79.92837972,0,0,0,1,0,0
2255,Stop,40.47258622,-80.03064705,0,0,0,1,0,0
2256,Stop,40.48078764,-79.92823488,0,0,0,1,0,0
2257,Stop,40.48916496,-80.03441104,0,0,0,1,0,0
2258,Movement Prohibition - No Right Turn,40.47011771,-80.03592534,1,0,0,0,0,0
2259,Stop,40.48900993,-80.03455722,0,0,0,1,0,0
2260,Stop,40.48420987,-80.0368438,0,0,0,1,0,0
2261,Stop,40.48441387,-80.03709056,0,0,0,1,0,0
2262,Stop,40.48460564,-80.03521972,0,0,0,1,0,0
2263,Movement Prohibition - No Left Turn,40.4746498,-80.03444702,1,0,0,0,0,0
2264,Stop,40.4849198,-80.03506281,0,0,0,1,0,0
2265,Stop,40.45482029,-80.06054451,0,0,0,1,0,0
2266,Stop,40.41948669,-79.9710691,0,0,0,1,0,0
2267,Stop,40.41945402,-79.97086525,0,0,0,1,0,0
2268,Stop,40.41922826,-79.96920727,0,0,0,1,0,0
2269,Stop,40.41928748,-79.96909193,0,0,0,1,0,0
2270,Stop,40.48226012,-79.92775124,0,0,0,1,0,0
2271,Stop,40.48227236,-79.92789071,0,0,0,1,0,0
2272,Movement Prohibition - No Right Turn,40.48776559,-80.01217323,1,0,0,0,0,0
2273,Stop,40.48229276,-79.92791754,0,0,0,1,0,0
2274,Stop,40.482407,-79.92768687,0,0,0,1,0,0
2275,Stop,40.47582123,-79.92981922,0,0,0,1,0,0
2276,Stop,40.47577838,-79.92999893,0,0,0,1,0,0
2277,Movement Prohibition - No Right Turn,40.49100502,-80.01900838,1,0,0,0,0,0
2278,Stop,40.4070415,-80.04782839,0,0,0,1,0,0
2279,Stop,40.47572126,-79.92985946,0,0,0,1,0,0
2280,Stop,40.48731531,-79.92351603,0,0,0,1,0,0
2281,Stop,40.49567035,-80.02623254,0,0,0,1,0,0
2282,Stop,40.48746219,-79.92346239,0,0,0,1,0,0
2283,Stop,40.48309452,-79.94312834,0,0,0,1,0,0
2284,Stop,40.42065268,-79.94486736,0,0,0,1,0,0
2285,Stop,40.48361413,-79.94434969,0,0,0,1,0,0
2286,Stop,40.46976052,-79.89470669,0,0,0,1,0,0
2287,Stop,40.45721872,-79.92416933,0,0,0,1,0,0
2288,Stop,40.47198666,-79.8973433,0,0,0,1,0,0
2289,Stop,40.47202747,-79.89753105,0,0,0,1,0,0
2290,Stop,40.47210296,-79.89740767,0,0,0,1,0,0
2291,Stop,40.45550354,-80.06110971,0,0,0,1,0,0
2292,Stop,40.47194381,-79.89744522,0,0,0,1,0,0
2293,Stop,40.4312465,-79.98255809,0,0,0,1,0,0
2294,Stop,40.38581908,-79.97828836,0,0,0,1,0,0
2295,Stop,40.43107549,-79.9818929,0,0,0,1,0,0
2296,Stop,40.3853737,-79.97657712,0,0,0,1,0,0
2297,Stop,40.38541927,-79.97641102,0,0,0,1,0,0
2298,Stop,40.45402262,-80.05251156,0,0,0,1,0,0
2299,Stop,40.4349438,-79.93537518,0,0,0,1,0,0
2300,Movement Prohibition - No Left Turn,40.42827556,-79.97320381,1,0,0,0,0,0
2301,Movement Prohibition - No Left Turn,40.42843148,-79.97316236,1,0,0,0,0,0
2302,Stop,40.43516021,-79.93538055,0,0,0,1,0,0
2303,Stop,40.45393894,-80.05228089,0,0,0,1,0,0
2304,Stop,40.42308251,-79.95737271,0,0,0,1,0,0
2305,Stop,40.42298812,-79.95713343,0,0,0,1,0,0
2306,Stop,40.4193085,-79.95545576,0,0,0,1,0,0
2307,Stop,40.41917703,-79.95531758,0,0,0,1,0,0
2308,Stop,40.43971676,-79.94335744,0,0,0,1,0,0
2309,Stop,40.39057481,-80.02210422,0,0,0,1,0,0
2310,Stop,40.39070147,-80.02213641,0,0,0,1,0,0
2311,Stop,40.45504252,-80.05811893,0,0,0,1,0,0
2312,Stop,40.45537027,-80.06114407,0,0,0,1,0,0
2313,Stop,40.46361966,-79.98369209,0,0,0,1,0,0
2314,Stop,40.41415555,-79.93262597,0,0,0,1,0,0
2315,Stop,40.45540434,-80.05377757,0,0,0,1,0,0
2316,Stop,40.45532066,-80.05359249,0,0,0,1,0,0
2317,Stop,40.43675397,-80.02527917,0,0,0,1,0,0
2318,Stop,40.43662332,-80.02526844,0,0,0,1,0,0
2319,Stop,40.45419463,-79.96141487,0,0,0,1,0,0
2320,Stop,40.45433137,-79.96148997,0,0,0,1,0,0
2321,Stop,40.45976718,-80.07701595,0,0,0,1,0,0
2322,Stop,40.45411717,-79.89889146,0,0,0,1,0,0
2323,Stop,40.45542946,-80.06104215,0,0,0,1,0,0
2324,Stop,40.39415483,-80.02235921,0,0,0,1,0,0
2325,Movement Prohibition - No Right Turn,40.45402986,-79.94936871,1,0,0,0,0,0
2326,Movement Prohibition - No Left Turn,40.45402986,-79.94936871,1,0,0,0,0,0
2327,Movement Prohibition - No Right Turn,40.45372916,-79.94936176,1,0,0,0,0,0
2328,Stop,40.39431365,-80.02229953,0,0,0,1,0,0
2329,Stop,40.39423143,-80.02223046,0,0,0,1,0,0
2330,Stop,40.39425901,-80.02245040000003,0,0,0,1,0,0
2331,Stop,40.38623069,-80.01082907,0,0,0,1,0,0
2332,Stop,40.38594058,-80.01104364,0,0,0,1,0,0
2333,Stop,40.38774179,-80.01327767,0,0,0,1,0,0
2334,Stop,40.38775814,-80.01347883,0,0,0,1,0,0
2335,Stop,40.3876805,-80.01341178,0,0,0,1,0,0
2336,Stop,40.3878327,-80.0133635,0,0,0,1,0,0
2337,Stop,40.45545599,-80.06119503,0,0,0,1,0,0
2338,Stop,40.45548009,-79.93595364,0,0,0,1,0,0
2339,Movement Prohibition - No Right Turn,40.42951712,-80.00729289,1,0,0,0,0,0
2340,Stop,40.4556801,-79.93592145,0,0,0,1,0,0
2341,Stop,40.46350694,-80.01089748,0,0,0,1,0,0
2342,Stop,40.43032282,-80.00643569,0,0,0,1,0,0
2343,Stop,40.4302021,-80.00642764,0,0,0,1,0,0
2344,Stop,40.43023885,-80.00651884,0,0,0,1,0,0
2345,Stop,40.43029639,-80.00657005,0,0,0,1,0,0
2346,Stop,40.46295392,-80.0109454,0,0,0,1,0,0
2347,Stop,40.46095605,-80.01359542,0,0,0,1,0,0
2348,Stop,40.45176686,-80.07139633,0,0,0,1,0,0
2349,Stop,40.39378279,-80.02726358,0,0,0,1,0,0
2350,Stop,40.39248765,-80.02601903,0,0,0,1,0,0
2351,Stop,40.39252646,-80.02587687,0,0,0,1,0,0
2352,Stop,40.4470816,-79.98332148,0,0,0,1,0,0
2353,Stop,40.40264244,-80.04759555,0,0,0,1,0,0
2354,Stop,40.4457084,-79.98679239,0,0,0,1,0,0
2355,Movement Prohibition - No Left Turn,40.41994972,-80.00838421,1,0,0,0,0,0
2356,Stop,40.46960038,-79.90555279,0,0,0,1,0,0
2357,Stop,40.46957793,-79.90535967,0,0,0,1,0,0
2358,Stop,40.46821786,-79.90317243,0,0,0,1,0,0
2359,Stop,40.42003327,-80.0005635,0,0,0,1,0,0
2360,Stop,40.41987645,-80.00042545,0,0,0,1,0,0
2361,Stop,40.42000918,-80.00041338,0,0,0,1,0,0
2362,Stop,40.41991321,-80.00057968,0,0,0,1,0,0
2363,Stop,40.4190719,-80.00543892,0,0,0,1,0,0
2364,Stop,40.41982336,-80.00251531,0,0,0,1,0,0
2365,Stop,40.40277725,-80.04770552,0,0,0,1,0,0
2366,Stop,40.41997855,-80.00236027,0,0,0,1,0,0
2367,Stop,40.41992955,-79.99584787,0,0,0,1,0,0
2368,Stop,40.41908619,-80.00591419999998,0,0,0,1,0,0
2369,Stop,40.41903106,-80.00609659,0,0,0,1,0,0
2370,Stop,40.41828776,-80.00839256,0,0,0,1,0,0
2371,Stop,40.41841436,-80.00828527,0,0,0,1,0,0
2372,Stop,40.41991321,-79.99483668,0,0,0,1,0,0
2373,Stop,40.38924439,-80.01534565,0,0,0,1,0,0
2374,No Turn on Red,40.46114796,-79.92069374,1,0,0,0,0,0
2375,No Turn on Red,40.46132421,-79.92069862,1,0,0,0,0,0
2376,No Turn on Red,40.46130355,-79.92095343,1,0,0,0,0,0
2377,Stop,40.38925256,-80.01555754,0,0,0,1,0,0
2378,Stop,40.41994792,-79.97097575,0,0,0,1,0,0
2379,Stop,40.40307954,-80.04749631,0,0,0,1,0,0
2380,Stop,40.42000102,-79.97084164,0,0,0,1,0,0
2381,Stop,40.389321,-80.01542343,0,0,0,1,0,0
2382,Stop,40.38916879999999,-80.01547708,0,0,0,1,0,0
2383,Stop,40.4185859,-79.97110449,0,0,0,1,0,0
2384,Stop,40.41873182,-79.97116039,0,0,0,1,0,0
2385,Stop,40.41868077,-79.97106919,0,0,0,1,0,0
2386,Movement Prohibition - No Left Turn,40.44997192,-79.90067556,1,0,0,0,0,0
2387,Stop,40.41862972,-79.9712033,0,0,0,1,0,0
2388,Stop,40.45126528,-79.89411756,0,0,0,1,0,0
2389,Stop,40.39897737,-79.99708783,0,0,0,1,0,0
2390,Stop,40.39887524,-79.99703955,0,0,0,1,0,0
2391,Stop,40.44890542,-79.9465755,0,0,0,1,0,0
2392,Stop,40.38754873,-80.00134737,0,0,0,1,0,0
2393,Stop,40.4027895,-80.04727101,0,0,0,1,0,0
2394,Stop,40.40864277,-80.02358199,0,0,0,1,0,0
2395,Stop,40.40866728,-80.02370537,0,0,0,1,0,0
2396,Stop,40.4087408,-80.02183856,0,0,0,1,0,0
2397,Stop,40.3955139,-80.02399735,0,0,0,1,0,0
2398,Stop,40.40856108,-80.02638758,0,0,0,1,0,0
2399,Stop,40.41966707,-79.96914712,0,0,0,1,0,0
2400,Stop,40.41972768,-79.96898762,0,0,0,1,0,0
2401,Stop,40.42023818,-79.97236184,0,0,0,1,0,0
2402,Stop,40.42017488,-79.97249595,0,0,0,1,0,0
2403,Stop,40.42015242,-79.97238598,0,0,0,1,0,0
2404,Stop,40.40292431,-80.04728174,0,0,0,1,0,0
2405,Stop,40.41950306,-79.96728174,0,0,0,1,0,0
2406,Stop,40.43770106,-80.01823587,0,0,0,1,0,0
2407,Stop,40.39097273,-80.01773037,0,0,0,1,0,0
2408,Stop,40.39097784,-80.01792483,0,0,0,1,0,0
2409,Stop,40.39103504,-80.01779072,0,0,0,1,0,0
2410,Stop,40.39087161,-80.017839,0,0,0,1,0,0
2411,Movement Prohibition - No Left Turn,40.465006,-79.9464412,1,0,0,0,0,0
2412,Movement Prohibition - No Right Turn,40.4651241,-79.94659242,1,0,0,0,0,0
2413,Stop,40.48621094,-80.0051717,0,0,0,1,0,0
2414,Stop,40.48639896,-80.00498841,0,0,0,1,0,0
2415,Stop,40.39254573,-80.01984932,0,0,0,1,0,0
2416,Stop,40.48636224,-80.00523518,0,0,0,1,0,0
2417,Movement Prohibition - No Right Turn,40.46444782,-79.95218165,1,0,0,0,0,0
2418,Stop,40.40583279,-80.04707252,0,0,0,1,0,0
2419,Stop,40.48617252,-80.00496427,0,0,0,1,0,0
2420,Stop,40.39237924,-80.0199043,0,0,0,1,0,0
2421,Stop,40.39245176,-80.01977287,0,0,0,1,0,0
2422,Stop,40.39247832,-80.01998745,0,0,0,1,0,0
2423,Stop,40.48320224,-80.00395845,0,0,0,1,0,0
2424,Stop,40.48303087,-80.0039209,0,0,0,1,0,0
2425,Stop,40.4847588,-80.00447075,0,0,0,1,0,0
2426,Stop,40.48464456,-80.00422399,0,0,0,1,0,0
2427,Stop,40.48464546,-80.00445982,0,0,0,1,0,0
2428,Stop,40.46006538,-79.97197522,0,0,0,1,0,0
2429,Stop,40.40909095,-80.01975853,0,0,0,1,0,0
2430,Movement Prohibition - No Left Turn,40.46010195,-79.97192994,1,0,0,0,0,0
2431,Stop,40.40481157,-80.04733001,0,0,0,1,0,0
2432,Stop,40.42579168,-79.94175749,0,0,0,1,0,0
2433,Stop,40.42568347,-79.94158583,0,0,0,1,0,0
2434,Movement Prohibition - No Right Turn,40.46011156,-80.01841819,1,0,0,0,0,0
2435,Stop,40.45099929,-79.93464828,0,0,0,1,0,0
2436,Stop,40.39007488,-80.01672683,0,0,0,1,0,0
2437,Stop,40.39005548,-80.01647376,0,0,0,1,0,0
2438,Stop,40.45359970000001,-79.93479619,0,0,0,1,0,0
2439,Stop,40.39001870000001,-80.0166481,0,0,0,1,0,0
2440,Stop,40.45775176,-80.01707154,0,0,0,1,0,0
2441,Stop,40.39618101,-79.99716936,0,0,0,1,0,0
2442,Stop,40.39192083,-80.02062281,0,0,0,1,0,0
2443,Stop,40.39623004,-79.99707816,0,0,0,1,0,0
2444,No Turn on Red,40.45604574,-79.93877807,1,0,0,0,0,0
2445,No Turn on Red,40.45591641,-79.93842402,1,0,0,0,0,0
2446,No Turn on Red,40.45589778,-79.93882904,1,0,0,0,0,0
2447,No Turn on Red,40.45604447,-79.93841598,1,0,0,0,0,0
2448,No Turn on Red,40.45607075,-79.93863859999998,1,0,0,0,0,0
2449,Stop,40.3960319,-79.99717204,0,0,0,1,0,0
2450,Stop,40.39651345,-79.99314620000001,0,0,0,1,0,0
2451,Stop,40.40488714,-80.04706268,0,0,0,1,0,0
2452,Stop,40.39668299,-79.99263926,0,0,0,1,0,0
2453,Stop,40.39670751,-79.99283774,0,0,0,1,0,0
2454,Movement Prohibition - No Right Turn,40.4500729,-79.93523459,1,0,0,0,0,0
2455,Movement Prohibition - No Left Turn,40.4500729,-79.93523459,1,0,0,0,0,0
2456,Movement Prohibition - No Left Turn,40.44978077,-79.93506829,1,0,0,0,0,0
2457,Stop,40.48006585,-79.95527055,0,0,0,1,0,0
2458,Stop,40.47710396,-79.94028774,0,0,0,1,0,0
2459,Stop,40.47696114,-79.94009999,0,0,0,1,0,0
2460,Movement Prohibition - No Left Turn,40.45795255,-79.92154291,1,0,0,0,0,0
2461,Movement Prohibition - No Left Turn,40.45688881,-79.91951297,1,0,0,0,0,0
2462,Stop,40.47934158,-79.95561924,0,0,0,1,0,0
2463,Stop,40.4805968,-79.93839142,0,0,0,1,0,0
2464,Movement Prohibition - No Left Turn,40.45320509,-79.91978351,1,0,0,0,0,0
2465,Movement Prohibition - No Left Turn,40.45298567,-79.91970841,1,0,0,0,0,0
2466,Stop,40.48067432,-79.93815884,0,0,0,1,0,0
2467,Stop,40.48072737,-79.9382715,0,0,0,1,0,0
2468,Stop,40.45385528,-80.06408823,0,0,0,1,0,0
2469,Stop,40.48058456,-79.93823931,0,0,0,1,0,0
2470,Movement Prohibition - No Left Turn,40.45938497,-79.91045153,1,0,0,0,0,0
2471,Stop,40.47986234,-79.93540422,0,0,0,1,0,0
2472,Stop,40.47990267,-79.93513606,0,0,0,1,0,0
2473,Stop,40.47861327,-79.93400417,0,0,0,1,0,0
2474,Stop,40.47847453,-79.93397198,0,0,0,1,0,0
2475,Stop,40.43461027,-80.04591490000001,0,0,0,1,0,0
2476,Stop,40.43436937,-80.05013670000002,0,0,0,1,0,0
2477,Stop,40.43496959,-80.04866685,0,0,0,1,0,0
2478,Stop,40.43483484,-80.04875268,0,0,0,1,0,0
2479,Stop,40.43488588,-80.04865076,0,0,0,1,0,0
2480,Stop,40.45435327,-80.06447983,0,0,0,1,0,0
2481,Stop,40.4349308,-80.04878218,0,0,0,1,0,0
2482,Stop,40.45403519,-79.92758149999997,0,0,0,1,0,0
2483,Stop,40.45419438,-79.92745812,0,0,0,1,0,0
2484,Movement Prohibition - No Right Turn,40.4597135,-79.99458594,1,0,0,0,0,0
2485,Stop,40.45125534,-79.92590244,0,0,0,1,0,0
2486,Stop,40.45472095,-79.92779608,0,0,0,1,0,0
2487,Stop,40.45484545,-79.92800261,0,0,0,1,0,0
2488,Stop,40.45471891,-79.92797042,0,0,0,1,0,0
2489,Stop,40.45497811,-79.92788459,0,0,0,1,0,0
2490,Stop,40.45535453,-79.92834266,0,0,0,1,0,0
2491,Stop,40.45265637,-79.92654558,0,0,0,1,0,0
2492,Movement Prohibition - No Right Turn,40.45577185,-79.99346472,1,0,0,0,0,0
2493,Stop,40.45439001,-80.06467027,0,0,0,1,0,0
2494,Stop,40.45248084,-79.92666896,0,0,0,1,0,0
2495,Movement Prohibition - No Left Turn,40.45578903,-79.99475711,1,0,0,0,0,0
2496,Stop,40.45250534,-79.92649194,0,0,0,1,0,0
2497,Movement Prohibition - No Left Turn,40.45760313,-79.99534517,1,0,0,0,0,0
2498,Movement Prohibition - No Left Turn,40.45779064,-79.99550878,1,0,0,0,0,0
2499,Stop,40.45260739,-79.92670652,0,0,0,1,0,0
2500,Stop,40.38469156,-80.00336824,0,0,0,1,0,0
2501,Stop,40.38221429,-80.00137,0,0,0,1,0,0
2502,Stop,40.38233995,-80.00132574,0,0,0,1,0,0
2503,Stop,40.38225618,-80.00127344,0,0,0,1,0,0
2504,Stop,40.45185221,-79.92609497,0,0,0,1,0,0
2505,Stop,40.45193385,-79.92629346,0,0,0,1,0,0
2506,Stop,40.45181751,-79.92625054,0,0,0,1,0,0
2507,Stop,40.45443899,-80.06457639,0,0,0,1,0,0
2508,Stop,40.45197467,-79.92615005,0,0,0,1,0,0
2509,Stop,40.4533646,-79.92715052,0,0,0,1,0,0
2510,Stop,40.45352175,-79.92705396,0,0,0,1,0,0
2511,Stop,40.45340338,-79.92701641,0,0,0,1,0,0
2512,Stop,40.45346869,-79.9271988,0,0,0,1,0,0
2513,Stop,40.41660903,-79.99812506,0,0,0,1,0,0
2514,Stop,40.41677035,-79.99834232,0,0,0,1,0,0
2515,Movement Prohibition - No Right Turn,40.43874691,-79.95340147,1,0,0,0,0,0
2516,Movement Prohibition - No Left Turn,40.43874691,-79.95340147,1,0,0,0,0,0
2517,Movement Prohibition - No Left Turn,40.43852242,-79.95340809,1,0,0,0,0,0
2518,Stop,40.45373197,-79.89301136,0,0,0,1,0,0
2519,Movement Prohibition - No Left Turn,40.43830853,-79.95383187,1,0,0,0,0,0
2520,Movement Prohibition - No Left Turn,40.43804288,-79.95392963,1,0,0,0,0,0
2521,Stop,40.45431041,-80.06459248,0,0,0,1,0,0
2522,Stop,40.45364013,-79.89283434,0,0,0,1,0,0
2523,Movement Prohibition - No Left Turn,40.43548603,-79.95634907,1,0,0,0,0,0
2524,Stop,40.45358706,-79.89311865,0,0,0,1,0,0
2525,Movement Prohibition - No Left Turn,40.45076608,-80.02363779,1,0,0,0,0,0
2526,Stop,40.45923217,-79.89070466,0,0,0,1,0,0
2527,Stop,40.39339811,-79.98190692,0,0,0,1,0,0
2528,Stop,40.45918866,-79.89091376,0,0,0,1,0,0
2529,Stop,40.45729159,-79.92461582,0,0,0,1,0,0
2530,Stop,40.45913764,-79.89077965,0,0,0,1,0,0
2531,Stop,40.45931315,-79.89083866,0,0,0,1,0,0
2532,Movement Prohibition - No Left Turn,40.45502601,-79.93741987,1,0,0,0,0,0
2533,Stop,40.45728048,-79.89162186,0,0,0,1,0,0
2534,Stop,40.45711399,-79.89157373,0,0,0,1,0,0
2535,Stop,40.45713848,-79.89170247,0,0,0,1,0,0
2536,Stop,40.46594138,-80.0142612,0,0,0,1,0,0
2537,Stop,40.46605679,-80.01440587,0,0,0,1,0,0
2538,Stop,40.45459142,-79.89250445,0,0,0,1,0,0
2539,Stop,40.46029141,-79.99040697,0,0,0,1,0,0
2540,Stop,40.45262493,-80.01936831,0,0,0,1,0,0
2541,Stop,40.45498597,-80.06515306,0,0,0,1,0,0
2542,Stop,40.45451466,-79.89274689,0,0,0,1,0,0
2543,Stop,40.4546514,-79.89266911,0,0,0,1,0,0
2544,Stop,40.4544718,-79.89259669,0,0,0,1,0,0
2545,Stop,40.45844949,-79.89104369,0,0,0,1,0,0
2546,Stop,40.45862296,-79.89111074,0,0,0,1,0,0
2547,Stop,40.45851276,-79.89116707,0,0,0,1,0,0
2548,Stop,40.45857807,-79.89097931,0,0,0,1,0,0
2549,Stop,40.45789234,-79.89123681,0,0,0,1,0,0
2550,Movement Prohibition - No Left Turn,40.43988778,-79.89573228,1,0,0,0,0,0
2551,Movement Prohibition - No Left Turn,40.4397385,-79.89566522,1,0,0,0,0,0
2552,Stop,40.4578352,-79.89144602,0,0,0,1,0,0
2553,Movement Prohibition - No Left Turn,40.43959899,-79.89578303,1,0,0,0,0,0
2554,Stop,40.45794643,-79.89136756,0,0,0,1,0,0
2555,Stop,40.45489004,-80.06523571,0,0,0,1,0,0
2556,Stop,40.45779132,-79.89129783,0,0,0,1,0,0
2557,Stop,40.46727959,-79.91848596,0,0,0,1,0,0
2558,Stop,40.46745508,-79.91852888,0,0,0,1,0,0
2559,Stop,40.4673857,-79.91839745,0,0,0,1,0,0
2560,Stop,40.4329638,-79.95243978,0,0,0,1,0,0
2561,Stop,40.42779006,-79.91536997,0,0,0,1,0,0
2562,Stop,40.41846,-79.9693696,0,0,0,1,0,0
2563,Stop,40.41584205,-79.96983094,0,0,0,1,0,0
2564,Stop,40.45494515,-80.0652679,0,0,0,1,0,0
2565,Stop,40.41580938,-79.96971293,0,0,0,1,0,0
2566,Stop,40.41573994,-79.96983899,0,0,0,1,0,0
2567,Stop,40.46399115,-80.03135569,0,0,0,1,0,0
2568,Stop,40.43621986,-79.95691035,0,0,0,1,0,0
2569,Stop,40.46582538,-80.03287588,0,0,0,1,0,0
2570,Stop,40.43911057,-79.96022020000002,0,0,0,1,0,0
2571,Stop,40.43592078,-79.95761712,0,0,0,1,0,0
2572,Stop,40.46885452,-79.93503507,0,0,0,1,0,0
2573,Stop,40.46874433,-79.93497070000002,0,0,0,1,0,0
2574,Stop,40.46854844,-79.93155356,0,0,0,1,0,0
2575,Stop,40.45491862,-80.06508297,0,0,0,1,0,0
2576,Stop,40.46854844,-79.93221339,0,0,0,1,0,0
2577,Stop,40.46848314,-79.93299659,0,0,0,1,0,0
2578,Stop,40.46901572,-79.93907448,0,0,0,1,0,0
2579,Stop,40.46923609,-79.93912544,0,0,0,1,0,0
2580,Stop,40.46914019,-79.93901011,0,0,0,1,0,0
2581,Stop,40.46908670000001,-79.93924129999998,0,0,0,1,0,0
2582,Stop,40.47161892,-79.94009692,0,0,0,1,0,0
2583,Stop,40.45815586,-80.02550987,0,0,0,1,0,0
2584,Stop,40.45816811,-80.02527384,0,0,0,1,0,0
2585,Stop,40.45805382,-80.02538649,0,0,0,1,0,0
2586,Stop,40.4382339,-79.97248223,0,0,0,1,0,0
2587,Stop,40.45805382,-80.02546159,0,0,0,1,0,0
2588,Stop,40.45808852,-80.02582906,0,0,0,1,0,0
2589,Stop,40.45818239,-80.02592829999998,0,0,0,1,0,0
2590,Stop,40.45712479,-80.03039301,0,0,0,1,0,0
2591,Stop,40.4568758,-80.03187895,0,0,0,1,0,0
2592,Stop,40.45702478,-80.03165365,0,0,0,1,0,0
2593,Stop,40.45702478,-80.03186554,0,0,0,1,0,0
2594,Stop,40.45683702,-80.03165935,0,0,0,1,0,0
2595,Stop,40.45764317,-80.02757971,0,0,0,1,0,0
2596,Stop,40.45777174,-80.02746974,0,0,0,1,0,0
2597,Stop,40.43830127,-79.9726428,0,0,0,1,0,0
2598,Stop,40.45765949,-80.02745096,0,0,0,1,0,0
2599,Stop,40.45777441,-80.02759126,0,0,0,1,0,0
2600,Stop,40.45063309,-79.98603312,0,0,0,1,0,0
2601,Stop,40.4390225,-79.9808189,0,0,0,1,0,0
2602,Stop,40.43910204,-79.98063158,0,0,0,1,0,0
2603,Stop,40.43920003,-79.98218727,0,0,0,1,0,0
2604,Stop,40.43926944,-79.98490166,0,0,0,1,0,0
2605,Stop,40.43924086,-79.98517525,0,0,0,1,0,0
2606,Stop,40.43913062,-79.98387169,0,0,0,1,0,0
2607,Stop,40.43929393,-79.98631787,0,0,0,1,0,0
2608,Stop,40.4473861,-79.96000825,0,0,0,1,0,0
2609,Stop,40.45931947,-79.92914494,0,0,0,1,0,0
2610,Stop,40.45929498,-79.92933806,0,0,0,1,0,0
2611,Stop,40.42132338,-79.90066643,0,0,0,1,0,0
2612,Stop,40.42130704,-79.90040894,0,0,0,1,0,0
2613,Stop,40.42141731,-79.90053769,0,0,0,1,0,0
2614,Stop,40.42120699,-79.90055646,0,0,0,1,0,0
2615,Stop,40.45937277,-80.0010172,0,0,0,1,0,0
